,"Else if was not working","Wrong syntax,I wrote elseif (as an unique word) and I forgot to separate them: else if.","2014-11-10","1","2014-11-10","2014-11-10"
,"CSS boxes do not keep proper size when using float:left at the ending.  Easy to solve","Add an empty div tag (open and close tags) with CSS property ||clear:both|| at the ending of the box.  It fixes it all.","2014-11-10","1","2014-11-10","2014-11-10"
,"A frequent mistake is forgeting to close curled barckets.","Always open paired, brackets, curled brackets and parenthesis.","2014-11-10","1","2014-11-10","2014-11-10"
,"Another easy to do mistake: with 'if' functions, adding spaces that does not exist in original value generate an error.","Copy and paste as much as possible in order to avoid unexact writting.","2014-11-10","1","2014-11-10","2014-11-10"
,"Syntax err: writting WIDTH i ended with HT instead of TH","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"Width did not set to 800 inside div tag (with CSS)","Add px - 800px. It solved it","2014-11-10","1","2014-11-10","2014-11-10"
,"Syntax err: writting font ARIA (without ending L)","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"Doctype html public' dissabled TABLE sizes.","","2014-11-10","1","2014-11-10","2014-11-10"
,"style='position:fixed' do not allow scrolling when content is bigger than screen","","2014-11-10","1","2014-11-10","2014-11-10"
,"localhost always goes inside quotation marks.","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"SQL connection failed because of user and password missing","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"Same form inside two different div tags do not execute submit","Use AJAX to submit forms","2014-11-10","1","2014-11-10","2014-11-10"
,"After editing a 12 thousand records array, it blocked web page.","Have always a backup copy of data of great ammount","2014-11-10","1","2014-11-10","2014-11-10"
,"SQL query was not echoing desired data, I forgot to use the 'mysql_fetch_array' function","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"For mathematical issues rowspan and colspand block easily","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"Table-layout:fixed' set all rows in the same size.","Set size of every column when editing tables","2014-11-10","1","2014-11-10","2014-11-10"
,"Wrong anchor link was sending to the wrong page","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"if function blocked because of using '=' sign once instead of twice '=='","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"SQL table row was not working despite correct syntax.  But the SQL user was not allowed to erase data.","Verify privileges for users inside the SQL administrator webpage","2014-11-10","1","2014-11-10","2014-11-10"
,"table was not showing expected data because it was not inside tr and td tags","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"When wanting to block a code if condition is not happening, remember to add ELSE instruction","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"mysql_fetch_array() instruction was not working because of closing previously SQL connexion","Do not close server connexion.","2014-11-10","1","2014-11-10","2014-11-10"
,"recaptch system was not working because of forgeting private key.","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"Web layout totally a mess because of unnecesary 'colspan=2' in table tag.","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"Missing an '=' sign stopped a mysque_query --> 'WHERE id 1' instead of WHERE id = 1'","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"Using similar id and variable names can confuse when calling them.","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"PHP instructions does not work inside DOM tags --> 'echo <p $_GET['var']?","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"php redirect instructions  (header location) with '?var='var'' do not work with $_POST but with $_GET","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"if blocked a whole code because of wrong 'else' location.","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"As I forgot to call validate function on submit, form was not validating","use Jquery!","2014-11-10","1","2014-11-10","2014-11-10"
,"AJAX was not working because wrong path file","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"AJAX usually contains many curled brackets, and it is easy to miss one of them (blocking the whole code)","Separate every AJAX in different script tags","2014-11-10","1","2014-11-10","2014-11-10"
,"IE9 cache memory dissables AJAX connection calling last variable value","Dissable cache memory: in the very beginnign of the PHP file write: header('Cache-Control: no-store, no-cache, must-revalidate')","2014-11-10","1","2014-11-10","2014-11-10"
,"impair quotation marks blocks many codes","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"Confusing GET with POST in AJAX connections","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"Adding unneeded commas inside scripts","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"Modifiying a $_POST variable did not work because writing the code BEFORE instead of AFTER post variable","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"INT variable has a max limit of 2147483647.  As using geolocator script (which uses greater numbers) INT will not be useful","BIGINT condition must be used for greater numbers","2014-11-10","1","2014-11-10","2014-11-10"
,"When using 'margin:auto' and 'float:left' style in tables, the centered effect does not work","Erase 'float:left'","2014-11-10","1","2014-11-10","2014-11-10"
,"Width was not working for unbreaked line text","Add 'break-word' inside CSS instruction.","2014-11-10","1","2014-11-10","2014-11-10"
,"Use datepicker jquery as class ( . ) instead of id ( # )","$(function() { $( '.datepicker' ) .datepicker({dateFormat: 'yy/mm/dd'})","2014-11-10","1","2014-11-10","2014-11-10"
,"Session variable was saving unneeded empty value when calling data from SQL table","Add an else instruction: when empty value do not set session variable.","2014-11-10","1","2014-11-10","2014-11-10"
,"Never set a redirect instruction from a securelayer to a page that includes that same securelayer, otherwise it will create a neverending redirect loop.","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"CSS 'display:none' instruction does not work well inside table tags.","Use display none in tags different to tr or td","2014-11-10","1","2014-11-10","2014-11-10"
,"Two tags with same id block JS and jquery scripts","Use a 'repeated id' detector, can be used in Excel framework.","2014-11-10","1","2014-11-10","2014-11-10"
,"Session was not starting, despite writing instruction (but not in the very beginning)","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"A SQLtable could not be created because the field name was 'int', which also means 'integer', it cannot be used as name field.","Never use instructions as name fields of SQL tables","2014-11-10","1","2014-11-10","2014-11-10"
,"The 'getElementById' syntax must have the first 'g' letter as lowercase. Using uppercase 'G' blocked me a whole JS script.","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"Syntax error: jquery field value is invoqued with val(). Instead of it I wrote value() and it blocked the whole script.","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"A bug that made me loose about all day: inserting a jquery function, it did not work because of no closing a parenthesis that starts after the word 'ready': the $(document).ready(function(){ - .","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"An empty 'radio' field blocked AJAX connections. A 'required' validator must be set.","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"Insert into' were not working because fieldnames was not matching wit existing ones","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"FTP_put instruction was not working because of wrong syntax","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"A ftp_nlist was not working because I did not logged in with user and password. Without it, the result is an empty array.","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"A SQL insert instruction was not working because of a simple mistake: I was invoking the wrong table name.","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"the word session must be capitalized when writting session variables: $_SESSION[]. Many lost hours because of this mistake.","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"The JQUERY DATEPICKER script blokcs the whole code when written twice.","Standardize in Excel frameworks as muc as possible","2014-11-10","1","2014-11-10","2014-11-10"
,"I tried to run an own JS function, first ||Function|| letter capitalized blocked me the whole code.","The word ||function|| always must be lowercase written","2014-11-10","1","2014-11-10","2014-11-10"
,"I forgot changing a variable called check_field with a variable defined inside a function (it was called nr).  IT BLOCKED THE WHOLE JS CODE","Check matching between js function variable and rest of the code inside function","2014-11-10","1","2014-11-10","2014-11-10"
,"When writing functions, it is very easy to forget about closing curly brackets or parenthesis","Create a Excel brackets checker, and a signal when they are not paired","2014-11-10","1","2014-11-10","2014-11-10"
,"js function not working","I forgot writinig ||$(document).ready(function(){||.","2014-11-10","1","2014-11-10","2014-11-10"
,"When debbugin a JS function I used // to block lines, I blocked a line with a closing curly bracket.  It messed up all the whole code.","Brackets of any kind must be always debbuged in independent lines.","2014-11-10","1","2014-11-10","2014-11-10"
,"SQL count function was not charting","SQL queries MUST be converted into integer= (int)$x as they are retrieved as text.","2014-11-10","1","2014-11-10","2014-11-10"
,"email validator not working","The wireless internet connection switch of laptop was turned off","2014-11-10","1","2014-11-10","2014-11-10"
,"vaildate email not workint","I missed an inner curly bracket which messed up the whole code.","2014-11-10","1","2014-11-10","2014-11-10"
,"Bloqued jquery because of bad syntax","I wrote ||#id||.val() without closing inside parenthesis and money sign, right syntax is $(||#id||).val()  VERY SUBTLES ERRORS","2014-11-10","1","2014-11-10","2014-11-10"
,"jquery not working","I forgot putting # selector inside double quotation marks.  Error #||xxxx||, correction ||#xxxx||.","2014-11-10","1","2014-11-10","2014-11-10"
,"Datepicker was not showing up","Besides the css and js files that must be uploaded, datepicker works only if file is tagged with header and body.","2014-11-10","1","2014-11-10","2014-11-10"
,"mysql_real_escape_string() was not working","Before mysql_real_escape_string() there must exist a previous connection.","2014-11-10","1","2014-11-10","2014-11-10"
,"all SQL syntax was OK except a single quotation mark (the first one) ","Quotation marks always must go paired.  Automate it on excel template","2014-11-10","1","2014-11-10","2014-11-10"
,"Very strange bug: the space character has two possible codes: 32 and 160.  In some script, the space code was 160 instead of 32. IT BLOCKED ME A WHOLE JS CODE.","Replace all space characters with 32 code (it is a blank space) instead of 160.  Very weird bug.","2014-11-10","1","2014-11-10","2014-11-10"
,"When adding a new field to previously existing framemork (including database), I entered the variable name to all codes except one in PHP.  It dissabled me the ||save|| php script.","Remember to set all variables when including a new one in: HTML form, HTML verifying tag, JS catching var, JS ||required||, JS yellow or white and focus (if empty and required), json notation, php if isset and scapestring, database existence, table row and ","2014-11-10","1","2014-11-10","2014-11-10"
,"No creation of database as field name X was user and field name Y was User (same word with different capitalized characters)","Field names can not match regardless of upper case or lower case differentiated words.","2014-11-10","1","2014-11-10","2014-11-10"
,"In IFG7, when building a web form, I entered a space character in ||id|| column, so it generated me many invalid scripts.  It blocked me a whole javascript code","check for spaces in IFG as they are treated as normal values","2014-11-10","1","2014-11-10","2014-11-10"
,"php email function not working on local XAMPP.","First of all, I have to activate Mercury from XAMMP module.  And also I have to enter the DNS http://192.168.0.1  in Mercury, menu Configuration/MercuryE ","2014-11-10","1","2014-11-10","2014-11-10"
,"count was not working in SQL","Syntax: first, the field must be closed inside of parenthesis, second, no spaces can go between word ||count|| and opening parenthesis. Wrong ||count x||, wrong ||count (x)||, right ||count(x)||","2014-11-10","1","2014-11-10","2014-11-10"
,"Marketing Bug: this is not a programming bug, but a marketing ||bug||: brain shock because of very expensive product.","Check first what is the expected amount that a client is able to pay.  Make contact first.","2014-11-10","1","2014-11-10","2014-11-10"
,"if instruction with arithmetic function not working","Arithmetic functions do not work inside ||if|| lines unless wrapped inside parenthesis.  Wrong: if (a=b+c) ...  Right: if (a=(b+c)) ...","2014-11-10","1","2014-11-10","2014-11-10"
,"length property was showing zero value in password min size function","Error: text.length was outside the blur function.  IT MUST BE INSIDE, otherwise it will count the number of characters after charging fresh page, this is, zero.","2014-11-10","1","2014-11-10","2014-11-10"
,"No ajax connection because of semicolon inside $.get parenthesis","semicolon never should be inside $.get parenthesis.  Wrong: $.get(||a.php||,{}… Right $.get(...)","2014-11-10","1","2014-11-10","2014-11-10"
,"A paying company (Roche) is not motivated to pay because product is a demand of customer but not a direct useful tool for the same company","Offer useful tool for payer","2014-11-10","1","2014-11-10","2014-11-10"
,"Name of SQL table row bloqued a query, instead of using a lowercase character I used a uppercase  Main_Offering   --> Main_offering","Be highly careful with lower case and upper case.  Suggested: always use lower case.","2014-11-10","1","2014-11-10","2014-11-10"
,"jquery function not working","I changed the order in closing curly brackets and parenthesis.   Wrong ({ )}   Right ({})  AUTOMATE!||","2014-11-10","1","2014-11-10","2014-11-10"
,"load (jquery) function not working","I forgot to retrieve from header the jquery.min.js file","2014-11-10","1","2014-11-10","2014-11-10"
,"When I create databases without hosting administrator, the new database has no privileges for being edited or copied or modified.  IT IS THE SAME OF HAVING NOTHING","ALWAYS CREATE DATABASES WITH WEB HOSTING EDITOR AND ALWAYS EDIT ATTRIBUTES","2014-11-10","1","2014-11-10","2014-11-10"
,"Ajax load does not work with whole url address.  Instead there is a php function called Curl.","Use php Curl instead, or copy file in hosting server.","2014-11-10","1","2014-11-10","2014-11-10"
,"SQL table not automaticly created because one column had a ? on it","Autoreplace formula with excel","2014-11-10","1","2014-11-10","2014-11-10"
,"Required date field not blocking save script when empty","Started working when adding ||var|| when defining variable","2014-11-10","1","2014-11-10","2014-11-10"
,"Strange bug: required data fields were not blocking script when empty.  Fixed changing id names and excluding the word ||data|| inside of them","Do not include the word ||date|| or ||ini|| inside id names","2014-11-10","1","2014-11-10","2014-11-10"
,"MySQL Table not loading because i did not write previously connect to server and select database.  Message was something like My_Fetch_Array is not a valid argument","Ensure to write server connection and database selection previous to table manipulation.","2014-11-10","1","2014-11-10","2014-11-10"
,"Record was not being deleted because user database did not have privileges deleting","Set database attributes in cpanel, add ||delete|| privilege to user.","2014-11-10","1","2014-11-10","2014-11-10"
,"Sending same field data through two kind of AJAX (different files) in same web page will not work except they have different js var names.","javascript variable should be named differently regardless of catching from same field.  If first AJAX is abc, second AJAX should abc1.","2014-11-10","1","2014-11-10","2014-11-10"
,"is not equal not working on JS","instead of 1= (right) I was using <> (wrong) which is the not equal of SQL","2014-11-10","1","2014-11-10","2014-11-10"
,"Footer not working","After a comment /**/ I forgot an open curly bracket not closed neither related to a class or id","2014-11-10","1","2014-11-10","2014-11-10"
,"Autoincrement property not working inMySQL","Instead of integer variable was defined as var character.  Sol: change variable to int if A_I desired","2014-11-10","1","2014-11-10","2014-11-10"
,"jquery blur did not work","I forgot the # sign inside $ selector, as I copied code from w3school","2014-11-10","1","2014-11-10","2014-11-10"
,"Error al abrir archivo creado por library ExcelPhp: dentro de sentencia SQL habÃƒÂ­a una variable $filter que contenÃƒÂ­a los filtros. Como no estaba definida el archivo Excel era ilegible, no abrÃƒÂ­a.","Asignar valor |||| si la variable $filter no va a contener ningÃƒÂºn filtro","2014-11-10","1","2014-11-10","2014-11-10"
,"||continue|| option inside loop not jumping iteration when desired.","Continue must be before code to be jumped on, I wrote it at the end.","2014-11-10","1","2014-11-10","2014-11-10"
,"Error joining two arrays $joined=$arr1.$arr2.  Result=two bidimensional arrays.","$joined=array_merge(arr1,arr2)","2014-11-10","1","2014-11-10","2014-11-10"
,"var called foo_a1 and I wrote foo_a_1 (unnedeed _ between characters a and 1)","be careful with var syntax","2014-11-10","1","2014-11-10","2014-11-10"
,"Failed atempt to drop database from webhosting hub SQL script field","For security issues drop only can be done in database wizard","2014-11-10","1","2014-11-10","2014-11-10"
,"a missing comma blocked me an ajax request  when inserting values","Always check for commas ||,|| when doing ajax requests","2014-11-10","1","2014-11-10","2014-11-10"
,"A missing single quote blocked me a whole sql code in ajax request","Always check PAIRED quotation marks in SQL syntax","2014-11-10","1","2014-11-10","2014-11-10"
,"Parse error: syntax error, unexpected $end in (some file location) on line 9 It appears when quotation mark is not paired on SQL syntax||","Always check for paired quotation marks","2014-11-10","1","2014-11-10","2014-11-10"
,"I wrote $(||#someid|| == ||sometext||)  and forgot to 1. close quotes  2. add .val()  3. Put ||||==|||| outside $()  three reasons for not working jquery||","Check correct jquery syntax","2014-11-10","1","2014-11-10","2014-11-10"
,"starting session start in the middle of html tags produces error","session start MUST be always before head tags or even more before html tag","2014-11-10","1","2014-11-10","2014-11-10"
,"if function not working because of equal sign written once =","Always check equal sign written twice inside if functions","2014-11-10","1","2014-11-10","2014-11-10"
,"SQL connection failed","In same file connection was done with two different passwords.  ALWAYS USE INCLUDE METHOD TO AVOID DUPLICITY","2014-11-10","1","2014-11-10","2014-11-10"
,"When using LEFT JOIN, calling row[id] will retrieve last table id, not first one","use alias, this is first_table.id as tableid FROM ...  and invoque with  $row[tableid], where tableid is the alias. Easy.","2014-11-10","1","2014-11-10","2014-11-10"
,"Input field not working, wrong id syntax: preppend||1|| instead ||preppend1|| true||","Check quotation marks when mixing php inside html dom tags","2014-11-10","1","2014-11-10","2014-11-10"
,"MySQL filter does not work with null columns","Unset ||null|| option in columns that will be filtered with SQL","2014-11-10","1","2014-11-10","2014-11-10"
,"sql did not run because of mysql_query text was missed","Never forget the ||mysql_query|| script","2014-11-10","1","2014-11-10","2014-11-10"
,"window.location.href (javascript redirect) stops ajax execution","redirect only after AJAX success","2014-11-10","1","2014-11-10","2014-11-10"
,"AJAX stopped wirking after changing <div...> tag to <form...> tag (twitter bootstrap)","Use always div instead form when doing AJAX and Twitter Bootstrap","2014-11-10","1","2014-11-10","2014-11-10"
,"SQL update function not working","table name as php variable must go without single quotation marks. By the contrary php variables with table data must go inside single quotation marks.","2014-11-10","1","2014-11-10","2014-11-10"
,"Laravel framework view:: class first letter must be capitalized","Easy, first letter capitalized View::","2014-11-10","1","2014-11-10","2014-11-10"
,"laravel controller syntax: filename without controller syntax rules alex.php","Right syntax: AlexController.php ->first letter capitalized, add always Controller preppend before .php extension","2014-11-10","1","2014-11-10","2014-11-10"
,"Controller class syntax: wrong class alex extends basecontroler","class AlexController extends BaseController. Syntax rules: first letter capitalized, Controller prepend. Case sensitive.","2014-11-10","1","2014-11-10","2014-11-10"
,"laravel not working after installation","composer install from terminal","2014-11-10","1","2014-11-10","2014-11-10"
,"Laravel displaying error message: The session id is too long or contains illegal characters","go to app/config/session.php  and modify cookie laravel_session with laravel_session_4","2014-11-10","1","2014-11-10","2014-11-10"
,"Authenticating new registered user was not working (redirecting to protected URI) as I entered hashed password","Do not hash password as auth class converts into hash the needed password.","2014-11-10","1","2014-11-10","2014-11-10"
,"input:: method not recognized","Laravel is highly sensible to capital letters. Right syntax is Input, first capitalized.","2014-11-10","1","2014-11-10","2014-11-10"
,"Performing AJAX conection with laravel not working","Bad routing, I was using get instead of post, right syntax is Route::post(...","2014-11-10","1","2014-11-10","2014-11-10"
,"Laravel email not sending","Email config:driver->smtp, host->whub32.webhostinghub.com (i made mistake here), port->25 (I had error here), the rest was OK.","2014-11-10","1","2014-11-10","2014-11-10"
,"Retrieving info from Sometable:: model as $sometable->id unsuccessful","Table info works as a subarray.  Create model with suffix ->get(), then retrieve as $sometable[0][id].","2014-11-10","1","2014-11-10","2014-11-10"
,"Sure to delete? no|yes.  When pressing no it still deleted row, because i confused  delete and confirm_delete using same id that was triggering delete","Fixing id triggers. It is recommended to standardizen in laravel DRY","2014-11-10","1","2014-11-10","2014-11-10"
,"parameter for mail function (from db table) was deleted before sending it.","First send email, then do whatever you want with table data.","2014-11-10","1","2014-11-10","2014-11-10"
,"Swiftmailer bug: email was not sending when using email address as a variable $user mail::  .. ->to($user...). false||"," parameter must be sent with use parameter on the $callback: Mail::send(...,function($message) use ($requester)) {...","2014-11-10","1","2014-11-10","2014-11-10"
,"On real server: email was not sending because mail config file had a different password false||","if any problem just reset email passsword in mail administrator (cpanel)","2014-11-10","1","2014-11-10","2014-11-10"
,"When converting model into count class for different elements, laravel saves in cache memory  class model.  Example: $tasks=Task::filter","","2014-11-10","1","2014-11-10","2014-11-10"
,"Data was not displayed when retrieving data from a model.  Field was deprecated as I changed the name.  VERY SUBTLE ERROR.","Careful with deprecated fields on tables.  They have a great impact over a whole project.","2014-11-10","1","2014-11-10","2014-11-10"
,"JSON data from HTML not parsed in javascript code.","No HTML JSON format data -despite correct syntax- can be readed with js code unless parsed with eval function. Example: var foo=eval($(foo).html())","2014-11-10","1","2014-11-10","2014-11-10"
,"Charts not displayed with amCharts on Safari, Firefox and IE","Date must be formated as YYYY/MM/DD as I was having dates with YYYY-MM-DD. Fixed with PHP str_replace function.","2014-11-10","1","2014-11-10","2014-11-10"
,"Trying to change zoom property without adding jquery change","Zoom function must be triggered by change, click or something similar.  It was easy to fix but delayed me about 3 hours.","2014-11-10","1","2014-11-10","2014-11-10"
,"XML data was not displaying proper data","As XML was in the html main body, I mistakenly added a div tag, which caused everything to fail","2014-11-10","1","2014-11-10","2014-11-10"
,"XML data affected by adding div tags inside of it","ALL XML DATA OR DATABASE DATA RETRIEVED IN HTML TAG MUST BE MANAGED AS AN INCLUDED FILE, IN ORDER TO PROTECT IT.","2014-11-10","1","2014-11-10","2014-11-10"
,"Function inside a function was not allowing me to execute second (inner) function.","If long functions, add comment this function starts here line and function ended here.  Protect as much as possible adding code inside their callbacks","2014-11-10","1","2014-11-10","2014-11-10"
,"When adding model from DB table not created with migration, error message ||Class does not exist|| was constantly appearing despite right syntax.","On terminal (be sure to be on right directory) type composer dump-autoload after creating a new class.","2014-11-10","1","2014-11-10","2014-11-10"
,"session_start throwing error exception","The session_start MUST BE AT THE VERY TOP OF THE HTML PAGE.  I wrote it after an include script.","2014-11-10","1","2014-11-10","2014-11-10"
,"Warning: Cannot modify header information - headers already sent by ERROR [duplicate]","add always ob_start() BEFORE session_start, at the very top of the html code.","2014-11-10","1","2014-11-10","2014-11-10"
,"I lost four hours: laravel relationship not working because key was different to default syntax, this is user_id for table user.","A second parameter as foreing key must be set:  ...hasMany(table,foreingkey)","2014-11-10","1","2014-11-10","2014-11-10"
,"Function was not retrieving adequate list of emails","I confused an id with a project_id (last one was the correct one)  BE CAREFUL WHEN RETRIEVING RELATIONAL DATA","2014-11-10","1","2014-11-10","2014-11-10"
,"Localhost laravel error mssg: pdo exception is usually due to wamp power off.","turn Wamp server on","2014-11-10","1","2014-11-10","2014-11-10"
,"Retrieving php variables with @include in laravel produce error","Variables can only be retrieved from the model or the controller, never from an included file","2014-11-10","1","2014-11-10","2014-11-10"
,"controller not triggering action (setting some data in DB table).","The return instruction was before the desired action.  RETURN MUST BE AT THE END OF ANY FUNCTION, otherwise it will be blocked before performing all desired actions.","2014-11-10","1","2014-11-10","2014-11-10"
,"Laravel foreach iteration not working","I FORGOT TO ADD ->get() when invoking model","2014-11-10","1","2014-11-10","2014-11-10"
,"Charts generation with amcharts not working","Split function left space on word column which blocked script for creating chart.  Remvoved with .trim() == array[i].trim","2014-11-10","1","2014-11-10","2014-11-10"
,"Chart with less than 10 data not displaying","chart.zoomToIndexes(10, 40) was set to start in the tenth value.  If data contains less than 10 chart reads it as an error and do not display chart.","2014-11-10","1","2014-11-10","2014-11-10"
,"Chart not displayed as smoothed line","syntax error, I wrote smoothline, correct syntax is smoothedLine","2014-11-10","1","2014-11-10","2014-11-10"
,"Php explode csv not finding empty value for if condition","php Explode function returns a 17 spaces value for emtpy fields.  The trim() function should be used for finding empty values.","2014-11-10","1","2014-11-10","2014-11-10"
,"Excecuting .phar files not working","Syntax that worked with laravel.phar: php SomeFile.phar [parameters if apply]. phar command alone did not work after many attempts.","2014-11-10","1","2014-11-10","2014-11-10"
,"phpunit not working with wamp","Work with xampp.  For unknown reason it started working fine there.","2014-11-10","1","2014-11-10","2014-11-10"
,"data from php as JSON object not working","php: use json_encode, $var=json_encode($var)","2014-11-10","1","2014-11-10","2014-11-10"
,"Laravel database connection not working.","add port key to the database array port = 8888 (http://stackoverflow.com/questions/16904470/laravel-4-migrationinstall-errorexception)","2014-11-10","1","2014-11-10","2014-11-10"
,"PDOException could not find driver","Go to php.ini and uncomment (remove semicolon) on extension=php_pdo_mysql.dll  APACHE SERVER AND LOCALHOST::8000 SERVER MUST BE RESTARTED!.  I lost many hours after properly fixing bug for not restarting laravel inner server.","2014-11-10","1","2014-11-10","2014-11-10"
,"Laravel registered folder for new class, in start/global.php was not upgrading second time I uploaded it and tried to update.","Partial but fast and working solution: create a new class inside a new file, as I dont know how to dissable laravel memory for classes or reinsantiate classes.","2014-11-10","1","2014-11-10","2014-11-10"
,"Laravel csrf filter on BaseController blocks ajax requests.","Add a _token:_token parameter to ajax variables with the token value","2014-11-10","1","2014-11-10","2014-11-10"
,"laravel way generators not working because provider was not registered","Do not forget to register packages in app/config/app.php array providers","2014-11-10","1","2014-11-10","2014-11-10"
,"Adding table called langs to laravel returned a huge error","lang is used for a default laravel function.  Another word must be used instead.  For instance bug was resolved using llang.","2014-11-10","1","2014-11-10","2014-11-10"